id,name,description,duration,released?,release year,release date,revenue
2047725,Al-Khawaga's Dilemma,"The movie revolves around the ambitious middle-class young man Faris, who is in love with the daughter of an influential businessman. The duo gets into many mishaps, as Faris sets out to avenge the death of his brother.",110,Yes,2018,6 January 2018,9715957
2047456,Nos Gawaza,"When an accident causes a couple to lose their memory of the last ten years, they get into a lot of comedic situations.",87,Yes,2018,14 February 2018,248579
2046473,3otl fanny,,,No,2018,,
2045976,Raghda Motawahesha,"Ismail ( Ramez Galal) works as a makeup artist at a beauty salon. He has recently got divorced and is now raising his son on his own. When he learns that an ad director is looking to hire a young lady, he uses his professional makeup skills to disguise as a female and he wins the part.",92,Yes,2018,17 January 2018,20542796
2044228,Ward Masmoum,"Tahiyya is a young woman who works as a cleaning lady, cleaning toilets. She has one brother, Sakr, who she depends on for everything. Sakr decides to illegally immigrate to Italy, causing her to lead a sad and lonely life without a hope to change her dreams into reality.",70,Yes,2018,28 November 2018,
2044189,Alkhrog An Elnas,A film director who is facing a major financial crisis turns his life upside down when he turns to drug trafficking.,85,Yes,2018,28 March 2018,163070
2044028,Talq Sina'iee,"A husband discovers that his pregnant wife has taken pills to speed up the delivery process while seeking a visa to America, in order to give birth on American soil so that their son would obtain the citizenship",90,Yes,2018,3 January 2018,14287138
2033904,Balash Tebosny,"Fajr is a famous temptation star, and the heroine of the first feature film of a young director. She rejects the kissing scene in the film, which provokes the director and the producer, and everyone tries to reach common ground to complete the film and get out of this dilemma.",85,Yes,2018,28 February 2018,323954
2022171,Turab el Mass,"Taha works at a pharmacy and lives with his paraplegic father. When Taha comes home to find his father murdered, he discovers previously-unknown dark secrets about his father's life through the latter's diaries which reveal a world of crime and corruption that Taha knew nothing about.",162,Yes,2018,16 August 2018,31436262
2042201,Qesti Beyewga'ni,"(Hani Ramzi) lives a simple life, working as a bill and installments collector for electrical appliances, where he faces many comic paradoxes during his work due to the high prices in Egypt.",110,Yes,2018,4 April 2018,746799
2043126,Rehlat Yusuf,"As a multinational gang attempts to steal a scroll from Egypt, their leader discovers that he has a daughter he didn't know about that got involved in one of his crimes.",99,Yes,2018,14 March 2018,343769
2033904,Balash Tebosny,"Fajr is a famous temptation star, and the heroine of the first feature film of a young director. She rejects the kissing scene in the film, which provokes the director and the producer, and everyone tries to reach common ground to complete the film and get out of this dilemma.",85,Yes,2018,28 February 2018,323954
2022171,Turab el Mass,"Taha works at a pharmacy and lives with his paraplegic father. When Taha comes home to find his father murdered, he discovers previously-unknown dark secrets about his father's life through the latter's diaries which reveal a world of crime and corruption that Taha knew nothing about.",162,Yes,2018,16 August 2018,31436262
2043126,Rehlat Yusuf,"As a multinational gang attempts to steal a scroll from Egypt, their leader discovers that he has a daughter he didn't know about that got involved in one of his crimes.",99,Yes,2018,14 March 2018,343769
2022161,My wife fiance,,,No,2018,,
2033904,Balash Tebosny,"Fajr is a famous temptation star, and the heroine of the first feature film of a young director. She rejects the kissing scene in the film, which provokes the director and the producer, and everyone tries to reach common ground to complete the film and get out of this dilemma.",85,Yes,2018,28 February 2018,323954
2043126,Rehlat Yusuf,"As a multinational gang attempts to steal a scroll from Egypt, their leader discovers that he has a daughter he didn't know about that got involved in one of his crimes.",99,Yes,2018,14 March 2018,343769
2055531,Plastic,,,Yes,2017,,
2051591,The City will Pursue You,"In a country that is suffocating inside a bubble of corruption and deterioration, Ossama follows stories of old buildings being demolished and historical landmarks disappearing. He encounters different characters recounting their connections to certain places in the city that are on the verge of vanishing. Some are quite nostalgic and take the matter as a sign of the city’s downfall, while others are more “practical”.",70,Yes,2017,,
2049802,Cactus Flower,"Aida, a rising actress from a rural background, finds herself overnight thrown out on the streets with her bourgeois withdrawn neighbor, Samiha. With the help of a young man named Yassin, they begin their journey of self-exploration, while developing an extraordinary friendship.",102,Yes,2017,28 January 2017,
2049782,Feather,,10,Yes,2017,,
2049586,Red Velvet,,15,Yes,2017,,
2049585,Something Cold,,20,Yes,2017,,
2049581,Kl alturuq tuadiy 'iilaa ruma,"Amal, a young Egyptian woman, decides to flee the country and migrate behind her family's back, but she is shocked to learn that she's pregnant by her boyfriend whom she left a month earlier.",15,Yes,2017,24 November 2017,
2048944,Al-Bahth An Um Kalthoum,"An Iranian filmmaker is searching for an actress that resembles Umm Kulthum. Through this journey, we get a depiction of how strong and persistent Umm Kulthum was.",90,Yes,2017,2 September 2017,
2048887,Al-Fondoq,The intertwined lives of a group of people residing at the same hotel as their stories complicate and unfold revealing their darkest secrets and desires.,99,Yes,2017,25 October 2017,337809
2048605,I Have A Picture: Film No. 1001 In The Life Of The Oldest Extra In The World,"With the help of El Homossany, one of the oldest assistant directors in Egypt, Zedan, a young indie filmmaker, is making a documentary about Motawe Eweis, who has worked as an extra in about 1000 films in the Egyptian Cinema from the forties till now. Zedan finds himself stuck between how he wants to make his documentary and how the two old friends view filmmaking in general. As an extra, Motawe is expecting the director to tell him what to say and how to play his role. As an assistant director, El Homossany finds ways to dramatize every situation and help his friend, Motawe, to get into character.",72,Yes,2017,24 September 2017,
2048573,Newton's Third Law,,11,No,2017,,
2048572,My Festival,,8,No,2017,,
2048016,Horoob Mofagi,"Nader is a former pilot who retired because of the embezzlement cases in which his father is accused of. He sets out to look for Zeina, the girl he was in a relationship with, who suddenly disappeared, and is believed to have been kidnapped.",88,Yes,2017,31 August 2017,409357
2047945,Aman Ya Sahabi,"Two singers living on Mohammed Ali Street with tough financial conditions. A friend of theirs suggests that they meet women from well-off families and marry them. They set out to meet Shaira and Bahira and they trick them in the name of love, but they enter countless conflicts with the women's brothers.",79,Yes,2017,31 August 2017,4604152
2047919,MSH INDE,,90,No,2017,,
2047883,Bath Mobasher,"As the night goes on, Faris, a suspended officer, finds himself involved in a growing number of events. His life becomes more complicated when someone starts filming his troubles and broadcasting them live on social media to high viewership.",90,Yes,2017,31 August 2017,1366030
2047774,Mesteka and Rehan,,60,No,2017,,
2047624,Hadeth Al-Nile Hilton,"As the Egyptian revolution breaks out, an officer investigates the murder of a prostitute. What initially appears like an ordinary case takes a turn when he discovers the complicity of some of the elite in the murder.",106,Yes,2017,29 September 2017,
2047604,Leil Dakheli,A portrayal of the behind-the-scenes struggles of movie-making.  A crime during filming uncovers the corrupted nature of some producers as well as the illicit ways funding is received through famous producer Rasha Farid.,85,Yes,2017,16 August 2017,111172
2047416,اغتصاب (اسلوب حياة),,,Yes,2017,,
2047084,"Grandpa, the Troublemaker","An introverted, shy young man struggles to find his place in society while dealing with its people and his surroundings, until an accident turns his life upside down. But will it be enough to bring about his transformation?",,Yes,2017,30 July 2020,
2046940,Dear Animal,,30,Yes,2017,,
2046934,Omar El-Azraq,"The story follows a drug dealer's long journey until he became a major trader who has many enemies in the market. When a number of competing traders bloc to eliminate him, he decides to escape from this trap.",110,Yes,2017,2 August 2017,405814
2046742,Omaret Roushdy,"The story of the infamous Roushdy building in Alexandria which is believed to be haunted, leaving anyone who tries to live in it in the street. An evil guy tries to prove that the rumors are true.",93,Yes,2017,13 December 2017,206181
2046595,Sokkar Barra,"A group of friends meet at a wedding party after years of separation. During the wedding, an event takes place that changes the course of the night and all their lives.",88,Yes,2017,29 March 2017,40006
